,Annual_Deposit_Amount,Home_value,Years_with_the_bank,Loan_held,Wealth_portfolio_held,Automated_menu,Priority
4642,25594,25594,1,0,0,1,0
4643,59270,25610,1,0,1,4,1
4644,22614,33618,1,1,0,1,0
4645,26806,26806,3,0,0,2,1
4646,18723,32306,1,1,0,1,0
4647,25862,25862,1,0,0,1,0
4648,25817,25817,0,0,0,4,0
4649,17665,31921,2,1,0,4,0
4650,18486,31182,3,1,0,4,1
4651,26171,26171,3,0,0,2,1
4652,42331,24769,2,0,1,4,1
4653,23099,35014,1,1,0,1,0
4654,15000,29233,1,1,0,1,0
4655,41728,30793,2,1,1,4,1
4656,55374,33631,2,1,1,2,1
4657,50959,24967,1,0,1,2,1
4658,26323,26323,4,0,0,3,1
4659,51490,32199,2,1,1,3,1
4660,25988,25988,2,0,0,3,0
4661,14373,27466,2,1,0,4,0
4662,25622,25622,1,0,0,4,0
4663,26285,26285,1,0,0,2,0
4664,26050,26050,2,0,0,1,0
4665,19352,33767,2,1,0,2,0
4666,16346,29668,1,1,0,1,0
4667,25529,25529,0,0,0,4,0
4668,22181,35074,2,1,0,1,1
4669,19895,30421,2,1,0,3,0
4670,21932,34101,3,1,0,3,1
4671,25348,25348,1,0,0,3,0
4672,17696,31092,1,1,0,4,0
4673,25455,25455,1,0,0,1,0
4674,26677,26677,0,0,0,4,0
4675,17302,30357,1,1,0,4,0
4676,25698,25698,1,0,0,4,0
4677,18642,32140,3,1,0,3,1
4678,48081,31810,3,1,1,3,1
4679,53747,25147,1,0,1,2,1
4680,25967,25967,1,0,0,1,0
4681,25986,25986,1,0,0,1,0
4682,25198,25198,2,0,0,2,0
4683,25971,35659,2,1,0,1,1
4684,26827,26827,2,0,0,4,0
4685,64568,26066,2,0,1,4,1
4686,24492,33955,1,1,0,3,0
4687,26429,26429,3,0,0,4,0
4688,66432,25261,2,0,1,1,1
4689,26334,26334,1,0,0,1,0
4690,45055,31638,1,1,1,1,1
4691,38504,30304,2,1,1,1,1
4692,18885,32263,1,1,0,3,0
4693,26396,26396,2,0,0,1,0
4694,13299,28213,2,1,0,2,0
4695,17455,30517,1,1,0,1,0
4696,25782,25782,2,0,0,1,0
4697,25836,25836,1,0,0,4,0
4698,26346,26346,2,0,0,2,0
4699,19265,31327,2,1,0,1,0
4700,26024,26024,2,0,0,1,0
4701,25703,25703,3,0,0,3,0
4702,60157,35190,1,1,1,1,1
4703,65514,36705,3,1,1,4,1
4704,26462,26462,0,0,0,3,0
4705,25416,25416,2,0,0,1,0
4706,15971,29108,1,1,0,1,0
4707,21765,33379,1,1,0,4,0
4708,25383,25383,1,0,0,1,0
4709,26000,26000,2,0,0,4,0
4710,26067,26067,0,0,0,3,0
4711,25592,25592,1,0,0,1,0
4712,23887,35367,2,1,0,2,1
4713,29706,27474,1,1,1,3,1
4714,15950,30327,1,1,0,2,0
4715,20439,33304,1,1,0,2,0
4716,26866,26866,4,0,0,1,1
4717,26364,26364,1,0,0,3,0
4718,26042,26042,3,0,0,4,0
4719,44577,31618,2,1,1,2,1
4720,25656,25656,1,0,0,2,0
4721,48170,32170,3,1,1,1,1
4722,20655,34564,2,1,0,1,1
4723,16470,29836,2,1,0,1,0
4724,26571,26571,1,0,0,3,0
4725,24538,24538,2,0,0,2,0
4726,26256,26256,1,0,0,3,0
4727,23352,36469,3,1,0,3,1
4728,50396,32688,1,1,1,2,1
4729,25701,25701,1,0,0,2,0
4730,19005,32004,1,1,0,3,0
4731,57399,25724,2,0,1,1,1
4732,26506,26506,2,0,0,4,0
4733,19596,32372,1,1,0,4,0
4734,15234,26767,3,1,0,4,0
4735,47293,31479,2,1,1,2,1
4736,15369,28989,2,1,0,4,0
4737,17722,32387,1,1,0,2,0
4738,62600,24655,1,0,1,1,1
4739,56670,25479,0,0,1,3,1
4740,22770,36720,1,1,0,4,0
4741,42877,30989,2,1,1,4,1
4742,20943,35913,2,1,0,1,1
4743,68399,36666,4,1,1,4,1
4744,25884,25884,1,0,0,3,0
4745,26531,26531,3,0,0,4,0
4746,17397,31457,1,1,0,2,0
4747,24933,24933,3,0,0,2,0
4748,26279,26279,1,0,0,4,0
4749,17819,30633,1,1,0,2,0
4750,52015,32771,3,1,1,3,1
4751,26050,26050,1,0,0,2,0
4752,19805,31159,2,1,0,3,0
4753,21892,35752,2,1,0,2,1
4754,23886,36128,2,1,0,2,1
4755,26005,26005,1,0,0,1,0
4756,44546,31182,2,1,1,1,1
4757,26708,26708,1,0,0,3,0
4758,52671,33103,4,1,1,2,1
4759,25593,25593,2,0,0,2,0
4760,19856,33316,2,1,0,4,0
4761,18259,29870,3,1,0,2,1
4762,26367,26367,1,0,0,3,0
4763,21397,32615,1,1,0,2,0
4764,25378,25378,1,0,0,4,0
4765,40434,29624,2,1,1,3,1
4766,58252,25789,1,0,1,4,1
4767,46478,31214,1,1,1,4,1
4768,19510,33100,2,1,0,1,1
4769,26009,26009,1,0,0,1,0
4770,19952,33856,1,1,0,3,0
4771,16211,28632,1,1,0,4,0
4772,55990,24412,2,0,1,3,1
4773,15922,31192,2,1,0,1,0
4774,26107,26107,1,0,0,3,0
4775,15993,30841,1,1,0,4,0
4776,20651,31679,4,1,0,1,1
4777,25917,25917,1,0,0,1,0
4778,25802,25802,0,0,0,1,0
4779,59142,35170,2,1,1,3,1
4780,42864,31051,2,1,1,4,1
4781,22431,32570,1,1,0,3,0
4782,55610,35052,3,1,1,3,1
4783,22323,34314,1,1,0,3,0
4784,25891,25891,0,0,0,1,0
4785,25528,25528,1,0,0,1,0
4786,19528,31437,2,1,0,2,0
4787,75026,37595,2,1,1,1,1
4788,24948,24948,1,0,0,4,0
4789,21439,34467,2,1,0,4,0
4790,52218,32833,3,1,1,3,1
4791,16727,32347,1,1,0,1,0
4792,67216,25714,2,0,1,4,1
4793,17137,32313,2,1,0,1,0
4794,25548,25548,1,0,0,1,0
4795,26281,26281,1,0,0,2,0
4796,50268,32466,2,1,1,1,1
4797,26299,26299,2,0,0,2,0
4798,24125,35239,1,1,0,1,0
4799,25522,25522,0,0,0,2,0
4800,25721,25721,2,0,0,1,0
4801,18783,32816,1,1,0,4,0
4802,25751,25751,0,0,0,4,0
4803,26400,26400,2,0,0,1,0
4804,51332,26001,2,0,1,1,1
4805,27998,27922,2,1,1,4,1
4806,23116,34107,3,1,0,4,1
4807,46643,31053,2,1,1,3,1
4808,47112,31741,3,1,1,2,1
4809,24496,35848,1,1,0,4,0
4810,17777,30373,2,1,0,4,0
4811,21554,36028,1,1,0,4,0
4812,19823,33895,2,1,0,4,0
4813,63711,35315,2,1,1,1,1
4814,32931,28988,4,1,1,2,1
4815,18823,31188,1,1,0,2,0
4816,25994,25994,4,0,0,3,1
4817,24909,24909,2,0,0,4,0
4818,26375,26375,1,0,0,2,0
4819,16497,31853,3,1,0,2,1
4820,26526,26526,4,0,0,2,1
4821,15626,28624,1,1,0,4,0
4822,20781,34391,3,1,0,1,1
4823,26306,26306,2,0,0,2,0
4824,20766,33719,1,1,0,3,0
4825,20963,31943,2,1,0,2,0
4826,25035,25035,2,0,0,1,0
4827,59365,35491,1,1,1,4,1
4828,25949,25949,2,0,0,2,0
4829,20741,33719,2,1,0,4,0
4830,25968,25968,0,0,0,4,0
4831,18386,30035,0,1,0,4,0
4832,17314,30177,2,1,0,4,0
4833,19489,33386,1,1,0,4,0
4834,25816,25816,2,0,0,4,0
4835,22199,33401,1,1,0,2,0
4836,48169,31736,1,1,1,4,1
4837,14086,30538,2,1,0,4,0
4838,19815,32321,1,1,0,4,0
4839,51573,24930,0,0,1,4,1
4840,18028,31226,4,1,0,2,1
4841,18606,31680,2,1,0,4,0
4842,26431,26431,1,0,0,3,0
4843,29198,27924,3,1,1,1,1
4844,15638,30467,3,1,0,1,1
4845,21645,36130,1,1,0,1,0
4846,22898,35077,1,1,0,4,0
4847,18443,32627,2,1,0,4,0
4848,25639,25639,1,0,0,4,0
4849,25805,25805,1,0,0,4,0
4850,37352,29190,1,1,1,3,1
4851,48650,32680,1,1,1,4,1
4852,28287,27567,2,1,1,1,1
4853,38389,29430,4,1,1,1,1
4854,18670,30861,1,1,0,4,0
4855,62476,25498,2,0,1,3,1
4856,56584,25679,1,0,1,2,1
4857,25685,25685,1,0,0,1,0
4858,18397,30245,1,1,0,2,0
4859,31568,28258,3,1,1,1,1
4860,12968,28055,1,1,0,2,0
4861,43103,30456,3,1,1,4,1
4862,65486,25496,5,0,1,4,1
4863,19965,32434,2,1,0,1,1
4864,35635,29660,2,1,1,2,1
4865,45909,25381,4,0,1,3,1
4866,26688,26688,0,0,0,4,0
4867,25865,25865,3,0,0,1,1
4868,19893,31244,3,1,0,4,1
4869,25566,25566,1,0,0,4,0
4870,26411,26411,2,0,0,3,0
4871,26297,26297,0,0,0,4,0
4872,52260,33170,2,1,1,2,1
4873,23735,35792,2,1,0,2,1
4874,44772,30932,1,1,1,1,1
4875,25444,25444,1,0,0,1,0
4876,48125,24934,0,0,1,4,1
4877,54685,33893,1,1,1,4,1
4878,25439,25439,1,0,0,3,0
4879,14216,29904,3,1,0,3,1
4880,20112,32159,1,1,0,1,0
4881,13880,30548,1,1,0,2,0
4882,25962,25962,2,0,0,2,0
4883,25852,25852,2,0,0,1,0
4884,19630,32798,2,1,0,2,0
4885,17598,31872,1,1,0,4,0
4886,52602,33840,3,1,1,2,1
4887,25935,25935,1,0,0,1,0
4888,25520,25520,1,0,0,1,0
4889,20514,34507,2,1,0,4,0
4890,26532,26532,2,0,0,1,0
4891,23651,36425,2,1,0,3,1
4892,25927,25927,2,0,0,2,0
4893,25639,25639,1,0,0,1,0
4894,25974,25974,1,0,0,1,0
4895,73379,39160,0,1,1,4,1
4896,21753,34185,2,1,0,3,0
4897,26395,26395,1,0,0,2,0
4898,21609,33479,1,1,0,1,0
4899,24649,37365,2,1,0,4,0
4900,39740,30189,2,1,1,3,1
4901,25584,25584,2,0,0,3,0
4902,19988,31712,3,1,0,1,1
4903,26057,26057,2,0,0,4,0
4904,26236,26236,3,0,0,3,0
4905,21016,33107,2,1,0,3,0
4906,55384,24510,4,0,1,2,1
4907,25566,25566,1,0,0,3,0
4908,21569,34121,2,1,0,3,0
4909,20461,33453,1,1,0,3,0
4910,25313,25313,1,0,0,2,0
4911,61485,36199,2,1,1,1,1
4912,17803,31805,1,1,0,2,0
4913,26515,26515,1,0,0,4,0
4914,25858,25858,2,0,0,1,0
4915,41378,31391,3,1,1,2,1
4916,21560,33520,4,1,0,4,1
4917,55239,32543,2,1,1,3,1
4918,47730,32270,2,1,1,2,1
4919,25681,25681,2,0,0,3,0
4920,26093,26093,1,0,0,4,0
4921,15152,29458,1,1,0,4,0
4922,18253,30919,0,1,0,3,0
4923,18198,32406,2,1,0,4,0
4924,25817,25817,1,0,0,1,0
4925,19517,32872,2,1,0,3,0
4926,19175,31351,2,1,0,2,0
4927,25583,25583,2,0,0,2,0
4928,25883,25883,1,0,0,1,0
4929,20608,33504,2,1,0,1,1
4930,26068,26068,2,0,0,4,0
4931,26316,26316,1,0,0,3,0
4932,26315,26315,1,0,0,1,0
4933,25409,25409,2,0,0,3,0
4934,57075,24546,1,0,1,3,1
4935,25891,25891,1,0,0,3,0
4936,25992,38973,1,1,0,1,0
4937,50133,33379,1,1,1,3,1
4938,25495,25495,2,0,0,3,0
4939,26077,26077,2,0,0,1,0
4940,19708,34031,1,1,0,1,0
4941,25400,25400,2,0,0,4,0
4942,25354,36346,0,1,0,3,0
4943,18736,32388,2,1,0,1,0
4944,43276,25580,1,0,1,4,1
4945,25609,25609,2,0,0,3,0
4946,53831,32791,1,1,1,3,1
4947,25599,25599,1,0,0,4,0
4948,26064,26064,1,0,0,2,0
4949,57280,34464,3,1,1,1,1
4950,26206,26206,3,0,0,4,0
4951,25921,25921,2,0,0,3,0
4952,19274,31719,1,1,0,4,0
4953,17592,30294,3,1,0,1,1
4954,26180,26180,2,0,0,3,0
4955,32983,28145,2,1,1,2,1
4956,22736,35863,2,1,0,3,0
4957,55145,34311,2,1,1,1,1
4958,27355,26718,2,1,1,2,1
4959,26065,26065,1,0,0,3,0
4960,21181,36063,2,1,0,4,0
4961,25718,25718,1,0,0,2,0
4962,49218,25399,1,0,1,2,1
4963,19272,31321,2,1,0,1,0
4964,24978,24978,1,0,0,3,0
4965,25584,25584,1,0,0,3,0
4966,68280,36537,2,1,1,2,1
4967,23151,35732,3,1,0,2,1
4968,25188,25188,1,0,0,4,0
4969,36967,30255,2,1,1,2,1
4970,26680,26680,2,0,0,1,0
4971,25737,25737,1,0,0,1,0
4972,19605,33111,2,1,0,2,0
4973,25613,25613,1,0,0,1,0
4974,24867,24867,2,0,0,2,0
4975,25478,25478,0,0,0,2,0
4976,19207,32761,0,1,0,1,0
4977,48241,25956,3,0,1,4,1
4978,50200,25664,0,0,1,2,1
4979,25024,34771,1,1,0,1,0
4980,51442,25936,2,0,1,3,1
4981,24691,37747,2,1,0,4,0
4982,25273,25273,1,0,0,3,0
4983,21344,35055,3,1,0,1,1
4984,25657,25657,1,0,0,1,0
4985,50818,25358,2,0,1,3,1
4986,20673,32749,1,1,0,4,0
4987,21386,34810,1,1,0,3,0
4988,54972,24763,3,0,1,3,1
4989,25796,25796,0,0,0,1,0
4990,26613,26613,1,0,0,3,0
4991,17659,28312,1,1,0,3,0
4992,66106,25343,3,0,1,3,1
4993,20917,33849,2,1,0,1,1
4994,21509,34882,2,1,0,2,1
4995,14907,29065,1,1,0,3,0
4996,22025,35018,1,1,0,1,0
4997,22142,35971,1,1,0,1,0
4998,48167,25434,3,0,1,3,1
4999,26083,26083,0,0,0,4,0
5000,25569,25569,2,0,0,1,0
5001,23794,34613,1,1,0,2,0
5002,20494,32563,1,1,0,1,0
5003,17146,31477,3,1,0,3,1
5004,44597,30860,2,1,1,4,1
5005,57108,25127,2,0,1,4,1
5006,53331,34030,0,1,1,4,1
5007,52026,32641,2,1,1,2,1
5008,25423,25423,3,0,0,4,0
5009,25571,25571,1,0,0,3,0
5010,15134,28006,2,1,0,2,0
5011,47851,32241,2,1,1,3,1
5012,24740,24740,1,0,0,4,0
5013,26576,26576,0,0,0,3,0
5014,26144,26144,2,0,0,3,0
5015,26471,26471,2,0,0,3,0
5016,25509,25509,1,0,0,1,0
5017,25874,25874,2,0,0,2,0
5018,26025,26025,1,0,0,4,0
5019,26303,26303,1,0,0,2,0
5020,25974,25974,0,0,0,2,0
5021,25823,25823,2,0,0,2,0
5022,25840,25840,1,0,0,3,0
5023,61055,25206,2,0,1,2,1
5024,27598,27598,3,0,0,1,1
5025,61863,24745,2,0,1,3,1
5026,25731,25731,2,0,0,2,0
5027,26590,26590,2,0,0,1,0
5028,26328,26328,1,0,0,1,0
5029,26175,26175,2,0,0,3,0
5030,14002,27208,0,1,0,4,0
5031,25978,25978,2,0,0,3,0
5032,18709,31772,1,1,0,3,0
5033,18817,32318,1,1,0,4,0
5034,23515,36599,2,1,0,4,0
5035,18624,30923,1,1,0,1,0
5036,21285,33911,2,1,0,2,0
5037,46387,25945,1,0,1,4,1
5038,50000,32869,1,1,1,2,1
5039,25189,25189,2,0,0,3,0
5040,26139,26139,1,0,0,3,0
5041,21981,34109,1,1,0,2,0
5042,20401,33481,4,1,0,3,1
5043,26133,26133,1,0,0,1,0
5044,24980,24980,2,0,0,1,0
5045,59127,24496,2,0,1,2,1
5046,19298,31985,2,1,0,3,0
5047,26186,26186,2,0,0,1,0
5048,16357,29496,2,1,0,1,0
5049,21540,33778,1,1,0,3,0
5050,19849,33959,1,1,0,2,0
5051,20561,34046,1,1,0,2,0
5052,66711,24998,2,0,1,1,1
5053,21277,33079,2,1,0,3,0
5054,16262,28635,0,1,0,1,0
5055,26272,26272,1,0,0,3,0
5056,16992,30046,0,1,0,1,0
5057,26106,26106,2,0,0,4,0
5058,25981,25981,1,0,0,3,0
5059,25277,25277,2,0,0,2,0
5060,69360,25533,4,0,1,2,1
5061,20569,34566,2,1,0,2,1
5062,18961,32351,2,1,0,1,0
5063,22041,34166,2,1,0,1,1
5064,16644,29981,2,1,0,4,0
5065,46758,31858,2,1,1,4,1
5066,18344,30630,2,1,0,2,0
5067,21642,33714,1,1,0,4,0
5068,20337,36003,1,1,0,4,0
5069,20653,32706,3,1,0,1,1
5070,17668,31028,2,1,0,4,0
5071,19208,32223,2,1,0,4,0
5072,53582,24813,2,0,1,1,1
5073,18025,31737,2,1,0,3,0
5074,17693,30190,2,1,0,3,0
5075,15979,28780,1,1,0,2,0
5076,21906,35314,1,1,0,2,0
5077,17789,31792,1,1,0,4,0
5078,22868,34425,2,1,0,1,1
5079,51712,25158,1,0,1,2,1
5080,57458,33497,3,1,1,2,1
5081,25269,25269,1,0,0,1,0
5082,19077,30684,1,1,0,1,0
5083,19773,32250,2,1,0,2,0
5084,57815,34793,2,1,1,1,1
5085,15913,29930,1,1,0,1,0
5086,26116,26116,2,0,0,3,0
5087,25359,25359,2,0,0,3,0
5088,56262,26327,1,0,1,1,1
5089,21884,34482,1,1,0,1,0
5090,51977,33153,1,1,1,2,1
5091,37010,29517,2,1,1,3,1
5092,18617,32774,1,1,0,2,0
5093,21674,34876,1,1,0,4,0
5094,23582,34998,1,1,0,1,0
5095,25459,25459,0,0,0,4,0
5096,26203,26203,1,0,0,2,0
5097,53644,33829,3,1,1,3,1
5098,26266,26266,1,0,0,4,0
5099,17043,29907,2,1,0,2,0
5100,18582,30930,0,1,0,3,0
5101,50503,25713,2,0,1,4,1
5102,19207,32126,2,1,0,4,0
5103,13816,28562,2,1,0,2,0
5104,26792,26792,3,0,0,2,1
5105,21059,31921,2,1,0,2,0
5106,17233,29996,1,1,0,3,0
5107,50753,32677,3,1,1,3,1
5108,25884,25884,1,0,0,4,0
5109,18943,30804,2,1,0,2,0
5110,25291,36037,2,1,0,1,1
5111,20675,34959,2,1,0,2,1
5112,38637,29853,2,1,1,3,1
5113,18452,32140,2,1,0,3,0
5114,25908,25908,1,0,0,1,0
5115,24671,37049,3,1,0,3,1
5116,25444,25444,2,0,0,1,0
5117,26283,26283,1,0,0,1,0
5118,41341,30553,2,1,1,1,1
5119,21787,34372,1,1,0,2,0
5120,25749,25749,1,0,0,3,0
5121,38061,29358,3,1,1,1,1
5122,25973,25973,0,0,0,2,0
5123,25695,25695,2,0,0,4,0
5124,55156,32672,2,1,1,2,1
5125,20615,35543,2,1,0,1,1
5126,49437,32398,3,1,1,4,1
5127,19194,31292,1,1,0,2,0
5128,26881,26881,1,0,0,3,0
5129,26192,26192,2,0,0,1,0
5130,46511,26282,2,0,1,1,1
5131,22099,35257,1,1,0,2,0
5132,59908,34593,3,1,1,4,1
5133,23897,35577,1,1,0,1,0
5134,25811,25811,1,0,0,2,0
5135,53175,32890,2,1,1,4,1
5136,21279,31760,2,1,0,1,1
5137,37160,29863,3,1,1,4,1
5138,25749,25749,2,0,0,1,0
5139,18253,31521,1,1,0,2,0
5140,52797,32409,3,1,1,1,1
5141,26239,26239,1,0,0,1,0
5142,22146,35151,1,1,0,4,0
5143,25763,25763,1,0,0,3,0
5144,55366,26070,3,0,1,3,1
5145,22728,34050,2,1,0,1,1
5146,25678,25678,2,0,0,4,0
5147,55076,33974,3,1,1,2,1
5148,26625,26625,1,0,0,4,0
5149,25253,25253,1,0,0,1,0
5150,15332,28442,2,1,0,2,0
5151,22537,34900,2,1,0,3,0
5152,24051,37658,1,1,0,3,0
5153,17672,30986,1,1,0,4,0
5154,15743,31929,1,1,0,4,0
5155,54620,25125,2,0,1,2,1
5156,26129,26129,1,0,0,1,0
5157,48115,31293,1,1,1,1,1
5158,44207,31681,3,1,1,1,1
5159,53035,26396,2,0,1,3,1
5160,39265,26110,2,0,1,1,1
5161,25854,25854,1,0,0,1,0
5162,20797,35113,1,1,0,4,0
5163,43682,25437,2,0,1,4,1
5164,26216,26216,1,0,0,3,0
5165,58926,25298,1,0,1,2,1
5166,41585,30129,3,1,1,3,1
5167,16307,31832,1,1,0,3,0
5168,54539,25897,1,0,1,1,1
5169,26178,26178,1,0,0,2,0
5170,44654,26091,2,0,1,4,1
5171,39683,29991,1,1,1,1,1
5172,60103,34892,2,1,1,4,1
5173,25712,25712,2,0,0,3,0
5174,19577,33503,2,1,0,4,0
5175,19442,32104,1,1,0,1,0
5176,26303,26303,1,0,0,2,0
5177,26304,26304,1,0,0,2,0
5178,33738,28662,1,1,1,4,1
5179,18914,31337,2,1,0,3,0
5180,58647,25715,2,0,1,1,1
5181,65702,36584,3,1,1,3,1
5182,50835,25345,1,0,1,1,1
5183,56419,24833,2,0,1,4,1
5184,18775,30998,2,1,0,1,0
5185,15722,29905,4,1,0,4,1
5186,17020,30805,1,1,0,3,0
5187,18048,32251,0,1,0,3,0
5188,26447,26447,1,0,0,3,0
5189,25307,25307,1,0,0,4,0
5190,24476,36310,2,1,0,1,1
5191,52515,24904,2,0,1,1,1
5192,26698,26698,1,0,0,3,0
5193,64786,25656,2,0,1,3,1
5194,16550,28233,1,1,0,3,0
5195,58906,24995,2,0,1,4,1
5196,26114,26114,2,0,0,4,0
5197,22956,35902,2,1,0,1,1
5198,25552,25552,2,0,0,3,0
5199,18928,33208,1,1,0,4,0
5200,44751,31804,2,1,1,1,1
5201,17311,31714,2,1,0,2,0
5202,26526,26526,2,0,0,2,0
5203,58789,35314,3,1,1,1,1
5204,25746,25746,1,0,0,4,0
5205,23188,26572,3,1,1,3,1
5206,15679,29475,1,1,0,1,0
5207,25066,25066,2,0,0,3,0
5208,43194,31928,2,1,1,3,1
5209,26670,26670,1,0,0,3,0
5210,21477,33470,1,1,0,4,0
5211,36591,29172,2,1,1,2,1
5212,14098,27304,0,1,0,1,0
5213,38261,29291,4,1,1,1,1
5214,22508,36685,1,1,0,3,0
5215,38099,29284,2,1,1,1,1
5216,19542,32177,2,1,0,3,0
5217,16106,29818,2,1,0,2,0
5218,25819,25819,1,0,0,1,0
5219,40042,24390,3,0,1,4,1
5220,26140,26140,1,0,0,1,0
5221,26329,26329,1,0,0,1,0
5222,25581,25581,3,0,0,4,0
5223,26087,26087,1,0,0,1,0
5224,22724,35565,2,1,0,1,1
5225,25198,25198,1,0,0,2,0
5226,13787,27934,2,1,0,3,0
5227,42760,30792,2,1,1,1,1
5228,25732,25732,1,0,0,4,0
5229,25337,25337,2,0,0,1,0
5230,26327,26327,2,0,0,4,0
5231,56619,23430,3,0,1,1,1
5232,25380,25380,1,0,0,2,0
5233,12472,28648,2,1,0,2,0
5234,18410,33050,1,1,0,1,0
5235,19474,32723,2,1,0,2,0
5236,26757,26757,2,0,0,3,0
5237,21940,34219,3,1,0,2,1
5238,18960,30753,1,1,0,2,0
5239,25623,25623,1,0,0,4,0
5240,18013,30090,2,1,0,4,0
5241,23076,33799,2,1,0,2,1
5242,17105,30075,2,1,0,1,0
5243,56381,24729,2,0,1,4,1
5244,26012,26012,2,0,0,3,0
5245,15373,31807,1,1,0,4,0
5246,25913,25913,2,0,0,3,0
5247,22603,35330,2,1,0,1,1
5248,25593,25593,1,0,0,2,0
5249,19506,33135,1,1,0,2,0
5250,64455,24834,2,0,1,1,1
5251,17179,30636,2,1,0,2,0
5252,20665,31793,1,1,0,3,0
5253,15972,29942,1,1,0,3,0
5254,21523,35405,3,1,0,4,1
5255,26539,26539,1,0,0,4,0
5256,25690,25690,1,0,0,1,0
5257,26031,26031,1,0,0,1,0
5258,55702,26006,2,0,1,2,1
5259,26279,26279,2,0,0,3,0
5260,26899,26899,1,0,0,4,0
5261,21149,32318,3,1,0,4,1
5262,20859,34415,1,1,0,1,0
5263,25020,25020,2,0,0,1,0
5264,25896,25896,1,0,0,2,0
5265,44260,25205,2,0,1,4,1
5266,21327,33978,1,1,0,3,0
5267,59047,34889,4,1,1,2,1
5268,25191,25191,3,0,0,2,0
5269,24934,36926,1,1,0,2,0
5270,15211,28228,3,1,0,1,1
5271,25902,25902,1,0,0,3,0
5272,25622,25622,1,0,0,4,0
5273,21360,34441,1,1,0,4,0
5274,48761,25605,2,0,1,1,1
5275,25490,25490,3,0,0,1,1
5276,26269,26269,1,0,0,4,0
5277,18241,33709,1,1,0,1,0
5278,16195,31644,2,1,0,4,0
5279,68482,26623,2,0,1,2,1
5280,56757,26928,2,0,1,1,1
5281,25093,25093,1,0,0,3,0
5282,26152,26152,2,0,0,4,0
5283,65141,25386,2,0,1,4,1
5284,22853,35894,1,1,0,4,0
5285,25615,25615,2,0,0,3,0
5286,59110,25975,4,0,1,2,1
5287,15899,28466,1,1,0,3,0
5288,26273,26273,1,0,0,2,0
5289,36223,29414,1,1,1,2,1
5290,16111,30416,1,1,0,4,0
5291,20632,31276,1,1,0,3,0
5292,17234,30750,1,1,0,4,0
5293,25282,25282,0,0,0,4,0
5294,17935,31252,2,1,0,4,0
5295,49226,24508,3,0,1,2,1
5296,48094,31519,2,1,1,1,1
5297,17523,29745,3,1,0,2,1
5298,21334,34471,4,1,0,2,1
5299,25804,25804,1,0,0,3,0
5300,53084,34184,3,1,1,2,1
5301,23977,38869,1,1,0,4,0
5302,18926,29406,1,1,0,2,0
5303,51182,32820,2,1,1,1,1
5304,22612,34502,1,1,0,2,0
5305,19429,32052,1,1,0,2,0
5306,25676,25676,2,0,0,2,0
5307,25908,25908,1,0,0,3,0
5308,17531,32539,2,1,0,4,0
5309,25118,25118,1,0,0,4,0
5310,17223,29398,1,1,0,1,0
5311,17918,30531,1,1,0,4,0
5312,23962,36714,1,1,0,4,0
5313,19284,34078,2,1,0,3,0
5314,18262,32601,0,1,0,4,0
5315,18675,31871,1,1,0,1,0
5316,26757,26757,2,0,0,4,0
5317,45198,31885,1,1,1,2,1
5318,31087,27798,0,1,1,1,1
5319,25687,25687,2,0,0,1,0
5320,18201,32962,1,1,0,3,0
5321,26228,26228,1,0,0,4,0
5322,46485,24855,1,0,1,4,1
5323,33392,27964,2,1,1,2,1
5324,25170,25170,1,0,0,4,0
5325,26018,26018,2,0,0,2,0
5326,25626,25626,1,0,0,1,0
5327,45863,25432,1,0,1,2,1
5328,47243,25814,2,0,1,1,1
5329,25530,25530,1,0,0,2,0
5330,25160,25160,2,0,0,1,0
5331,68739,24850,2,0,1,3,1
5332,20144,31880,4,1,0,4,1
5333,25605,25605,3,0,0,3,0
5334,26226,26226,1,0,0,3,0
5335,25618,25618,2,0,0,2,0
5336,25595,25595,2,0,0,4,0
5337,26562,26562,2,0,0,1,0
5338,14273,28576,1,1,0,3,0
5339,21217,34083,2,1,0,1,1
5340,56487,33270,2,1,1,2,1
5341,44041,30830,2,1,1,3,1
5342,17813,30635,3,1,0,2,1
5343,25324,25324,2,0,0,4,0
5344,44018,25298,3,0,1,3,1
5345,26252,26252,1,0,0,3,0
5346,17048,31591,2,1,0,3,0
5347,18521,28937,2,1,0,3,0
5348,25982,35929,1,1,0,3,0
5349,72237,37449,3,1,1,3,1
5350,23642,36505,2,1,0,3,1
5351,23054,36427,1,1,0,3,0
5352,43800,30581,2,1,1,1,1
5353,18772,29929,2,1,0,3,0
5354,18820,32041,1,1,0,4,0
5355,25967,25967,1,0,0,3,0
5356,19116,31385,1,1,0,3,0
5357,24589,24589,1,0,0,4,0
5358,37790,29380,1,1,1,2,1
5359,21149,34240,1,1,0,3,0
5360,21007,35195,1,1,0,2,0
5361,25854,25854,0,0,0,4,0
5362,18917,31313,1,1,0,4,0
5363,51004,25058,1,0,1,4,1
5364,21323,32268,1,1,0,3,0
5365,25481,25481,3,0,0,3,0
5366,25921,25921,1,0,0,2,0
5367,19028,31485,2,1,0,2,0
5368,25981,25981,1,0,0,4,0
5369,25989,25989,2,0,0,1,0
5370,25738,25738,1,0,0,2,0
5371,21215,35240,1,1,0,4,0
5372,26056,26056,1,0,0,2,0
5373,26365,26365,2,0,0,4,0
5374,25346,25346,1,0,0,2,0
